OrderID,ProductID,UnitPrice,Quantity,Discount,ProductName,QuantityPerUnit
62,2,7978.46,5,0.15,小米智能插座Advanced,3个/套
62,3,8146.92,20,0.2,谷歌智能开关Standard,2个/包
62,8,3192.66,2,0.1,苹果智能空调Max,1个/盒
62,9,5718.89,7,0.1,松下智能空调Lite,1套/箱
63,1,3351.61,13,0.0,松下智能电视Mini,5个/套
63,7,2656.87,7,0.05,谷歌智能空气净化器Standard,3个/套
64,1,3240.3,20,0.05,松下智能电视Mini,5个/套
65,1,3320.55,15,0.05,松下智能电视Mini,5个/套
65,7,2453.11,16,0.1,谷歌智能空气净化器Standard,3个/套
66,2,8360.36,2,0.2,小米智能插座Advanced,3个/套
66,3,8384.1,15,0.2,谷歌智能开关Standard,2个/包
66,4,4833.31,4,0.0,格力智能手环Mini,1个/盒
66,5,10056.39,20,0.0,飞利浦智能洗衣机Elite,2个/包
67,2,8292.05,4,0.2,小米智能插座Advanced,3个/套
67,3,8334.05,2,0.05,谷歌智能开关Standard,2个/包
67,6,4497.17,20,0.1,博世智能摄像头Ultra,2个/包
67,8,3190.96,10,0.2,苹果智能空调Max,1个/盒
67,10,7979.66,10,0.2,小米智能音箱Basic,1台/件
68,2,8022.97,20,0.05,小米智能插座Advanced,3个/套
68,7,2458.92,6,0.2,谷歌智能空气净化器Standard,3个/套
68,8,3156.4,11,0.15,苹果智能空调Max,1个/盒
68,9,5821.65,15,0.15,松下智能空调Lite,1套/箱
69,8,3133.79,13,0.2,苹果智能空调Max,1个/盒
69,9,5604.05,8,0.2,松下智能空调Lite,1套/箱
70,1,3384.2,11,0.0,松下智能电视Mini,5个/套
70,2,8697.61,18,0.05,小米智能插座Advanced,3个/套
70,3,8281.56,11,0.1,谷歌智能开关Standard,2个/包
70,10,7492.89,2,0.0,小米智能音箱Basic,1台/件
71,5,9732.98,12,0.2,飞利浦智能洗衣机Elite,2个/包
71,10,7955.18,10,0.15,小米智能音箱Basic,1台/件
72,1,3452.96,3,0.1,松下智能电视Mini,5个/套
72,2,8689.26,8,0.0,小米智能插座Advanced,3个/套
72,5,10034.44,5,0.05,飞利浦智能洗衣机Elite,2个/包
73,2,8233.59,4,0.1,小米智能插座Advanced,3个/套
73,4,5232.96,18,0.2,格力智能手环Mini,1个/盒
73,6,4317.62,20,0.1,博世智能摄像头Ultra,2个/包
73,7,2488.55,1,0.05,谷歌智能空气净化器Standard,3个/套
73,9,6101.17,7,0.2,松下智能空调Lite,1套/箱
74,1,3338.44,5,0.2,松下智能电视Mini,5个/套
74,5,9948.21,20,0.15,飞利浦智能洗衣机Elite,2个/包
74,6,4665.45,13,0.1,博世智能摄像头Ultra,2个/包
75,3,8075.91,12,0.0,谷歌智能开关Standard,2个/包
75,5,9815.21,7,0.0,飞利浦智能洗衣机Elite,2个/包
76,2,8308.37,2,0.05,小米智能插座Advanced,3个/套
76,4,4982.94,12,0.15,格力智能手环Mini,1个/盒
76,7,2607.81,5,0.1,谷歌智能空气净化器Standard,3个/套
77,5,9746.5,4,0.0,飞利浦智能洗衣机Elite,2个/包
77,6,4636.21,12,0.05,博世智能摄像头Ultra,2个/包
77,7,2494.69,17,0.2,谷歌智能空气净化器Standard,3个/套
77,8,3257.39,9,0.1,苹果智能空调Max,1个/盒
78,2,8127.39,14,0.15,小米智能插座Advanced,3个/套
78,6,4401.43,1,0.1,博世智能摄像头Ultra,2个/包
78,8,3197.16,7,0.05,苹果智能空调Max,1个/盒
79,1,3484.92,14,0.0,松下智能电视Mini,5个/套
80,1,3531.56,7,0.15,松下智能电视Mini,5个/套
80,2,8057.35,3,0.0,小米智能插座Advanced,3个/套
80,8,3214.29,2,0.15,苹果智能空调Max,1个/盒
80,10,7547.86,11,0.0,小米智能音箱Basic,1台/件
81,1,3392.65,2,0.15,松下智能电视Mini,5个/套
81,7,2518.84,6,0.15,谷歌智能空气净化器Standard,3个/套
81,10,7685.62,1,0.1,小米智能音箱Basic,1台/件
82,3,7804.35,10,0.0,谷歌智能开关Standard,2个/包
82,4,5032.7,13,0.0,格力智能手环Mini,1个/盒
82,7,2656.69,17,0.05,谷歌智能空气净化器Standard,3个/套
83,1,3421.41,11,0.2,松下智能电视Mini,5个/套
83,2,8352.5,5,0.05,小米智能插座Advanced,3个/套
83,8,3099.35,6,0.05,苹果智能空调Max,1个/盒
84,10,7756.41,12,0.05,小米智能音箱Basic,1台/件
85,9,5722.53,20,0.2,松下智能空调Lite,1套/箱
86,6,4509.01,8,0.05,博世智能摄像头Ultra,2个/包
86,7,2610.52,14,0.15,谷歌智能空气净化器Standard,3个/套
86,8,3324.03,5,0.2,苹果智能空调Max,1个/盒
86,9,5887.61,13,0.1,松下智能空调Lite,1套/箱
86,10,7927.68,8,0.15,小米智能音箱Basic,1台/件
87,7,2469.2,9,0.15,谷歌智能空气净化器Standard,3个/套
88,3,7942.45,10,0.15,谷歌智能开关Standard,2个/包
88,4,4912.17,8,0.05,格力智能手环Mini,1个/盒
88,8,3302.79,1,0.0,苹果智能空调Max,1个/盒
88,10,7500.02,9,0.05,小米智能音箱Basic,1台/件
89,1,3437.22,6,0.1,松下智能电视Mini,5个/套
89,6,4404.07,14,0.1,博世智能摄像头Ultra,2个/包
89,9,5770.66,4,0.0,松下智能空调Lite,1套/箱
90,2,8187.67,3,0.05,小米智能插座Advanced,3个/套
90,6,4572.64,9,0.0,博世智能摄像头Ultra,2个/包
91,6,4621.94,10,0.1,博世智能摄像头Ultra,2个/包
92,1,3573.88,11,0.05,松下智能电视Mini,5个/套
92,4,5203.68,18,0.0,格力智能手环Mini,1个/盒
92,5,10178.47,9,0.15,飞利浦智能洗衣机Elite,2个/包
92,7,2518.94,12,0.0,谷歌智能空气净化器Standard,3个/套
93,9,5591.31,5,0.0,松下智能空调Lite,1套/箱
94,1,3576.22,6,0.1,松下智能电视Mini,5个/套
94,3,7903.66,1,0.0,谷歌智能开关Standard,2个/包
94,5,9428.33,11,0.1,飞利浦智能洗衣机Elite,2个/包
94,9,5914.24,17,0.15,松下智能空调Lite,1套/箱
95,1,3447.84,14,0.2,松下智能电视Mini,5个/套
95,4,5069.39,4,0.0,格力智能手环Mini,1个/盒
95,5,9877.76,2,0.15,飞利浦智能洗衣机Elite,2个/包
95,9,5654.39,20,0.05,松下智能空调Lite,1套/箱
96,2,8745.65,7,0.0,小米智能插座Advanced,3个/套
96,3,8415.67,10,0.15,谷歌智能开关Standard,2个/包
96,6,4529.65,3,0.2,博世智能摄像头Ultra,2个/包
96,10,8041.89,8,0.1,小米智能音箱Basic,1台/件
97,9,5722.12,4,0.1,松下智能空调Lite,1套/箱
98,1,3365.74,3,0.15,松下智能电视Mini,5个/套
98,5,9998.23,5,0.0,飞利浦智能洗衣机Elite,2个/包
98,6,4690.92,17,0.2,博世智能摄像头Ultra,2个/包
98,7,2577.14,15,0.1,谷歌智能空气净化器Standard,3个/套
98,8,3166.52,2,0.2,苹果智能空调Max,1个/盒
99,2,8422.21,14,0.2,小米智能插座Advanced,3个/套
99,6,4488.17,2,0.1,博世智能摄像头Ultra,2个/包
99,7,2436.85,12,0.1,谷歌智能空气净化器Standard,3个/套
99,10,7991.94,5,0.05,小米智能音箱Basic,1台/件
100,3,7766.25,6,0.2,谷歌智能开关Standard,2个/包
100,5,10011.41,14,0.2,飞利浦智能洗衣机Elite,2个/包
100,6,4295.06,19,0.15,博世智能摄像头Ultra,2个/包
100,9,5643.64,14,0.1,松下智能空调Lite,1套/箱
100,10,7751.06,17,0.0,小米智能音箱Basic,1台/件
